Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_100_88,VPWR,li1,46.6900,285.6000,1.799911
FILLER_100_85,VPWR,li1,45.3100,285.6000,1.799911
FILLER_100_81,VPWR,li1,43.4700,285.6000,1.799914
FILLER_100_64,VPWR,li1,35.4200,285.6000,1.799932
FILLER_100_54,VPWR,li1,30.8200,285.6000,1.799945
FILLER_100_51,VPWR,li1,29.6700,285.6000,1.799945
FILLER_100_26,VPWR,li1,17.9400,285.6000,1.799967
FILLER_100_20,VPWR,li1,15.1800,285.6000,1.799966
FILLER_100_3,VPWR,li1,7.3600,285.6000,1.799964
FILLER_99_587,VPWR,li1,276.2300,280.1600,1.799602
FILLER_99_584,VPWR,li1,274.8500,280.1600,1.799602
FILLER_99_581,VPWR,li1,273.4700,280.1600,1.799602
FILLER_99_578,VPWR,li1,272.0900,280.1600,1.799603
FILLER_99_575,VPWR,li1,270.7100,280.1600,1.799603
FILLER_99_572,VPWR,li1,269.3300,280.1600,1.799603
FILLER_99_569,VPWR,li1,267.9500,280.1600,1.799604
FILLER_99_539,VPWR,li1,253.6900,280.1600,1.799616
FILLER_99_536,VPWR,li1,252.7700,280.1600,1.799616
FILLER_99_533,VPWR,li1,251.3900,280.1600,1.799618
FILLER_99_530,VPWR,li1,250.0100,280.1600,1.799620
FILLER_99_527,VPWR,li1,248.6300,280.1600,1.799620
FILLER_99_524,VPWR,li1,247.2500,280.1600,1.799624
FILLER_99_521,VPWR,li1,245.8700,280.1600,1.799624
FILLER_99_505,VPWR,li1,238.5100,280.1600,1.799638
FILLER_99_479,VPWR,li1,226.3200,280.1600,1.799663
FILLER_99_476,VPWR,li1,225.1700,280.1600,1.799668
FILLER_99_473,VPWR,li1,223.7900,280.1600,1.799668
FILLER_99_470,VPWR,li1,222.4100,280.1600,1.799673
FILLER_99_467,VPWR,li1,221.0300,280.1600,1.799678
FILLER_99_464,VPWR,li1,219.6500,280.1600,1.799678
FILLER_99_461,VPWR,li1,218.2700,280.1600,1.799685
FILLER_99_458,VPWR,li1,216.8900,280.1600,1.799685
FILLER_99_455,VPWR,li1,215.5100,280.1600,1.799691
FILLER_99_452,VPWR,li1,214.1300,280.1600,1.799696
FILLER_99_449,VPWR,li1,212.7500,280.1600,1.799696
FILLER_99_447,VPWR,li1,211.3700,280.1600,1.799702
FILLER_99_444,VPWR,li1,210.4500,280.1600,1.799702
FILLER_99_441,VPWR,li1,209.0700,280.1600,1.799708
FILLER_99_408,VPWR,li1,193.4300,280.1600,1.799754
FILLER_99_405,VPWR,li1,192.5100,280.1600,1.799754
FILLER_99_402,VPWR,li1,191.1300,280.1600,1.799763
FILLER_99_399,VPWR,li1,189.7500,280.1600,1.799763
FILLER_99_396,VPWR,li1,188.3700,280.1600,1.799772
FILLER_99_393,VPWR,li1,186.9900,280.1600,1.799772
FILLER_99_389,VPWR,li1,185.1500,280.1600,1.799778
FILLER_99_358,VPWR,li1,170.4300,280.1600,1.799802
FILLER_99_355,VPWR,li1,169.5100,280.1600,1.799796
FILLER_99_352,VPWR,li1,168.1300,280.1600,1.799796
FILLER_99_349,VPWR,li1,166.7500,280.1600,1.799789
FILLER_99_346,VPWR,li1,165.3700,280.1600,1.799789
FILLER_99_337,VPWR,li1,160.7700,280.1600,1.799781
FILLER_99_324,VPWR,li1,155.0200,280.1600,1.799774
FILLER_99_321,VPWR,li1,153.8700,280.1600,1.799771
FILLER_99_318,VPWR,li1,152.4900,280.1600,1.799771
FILLER_99_315,VPWR,li1,151.1100,280.1600,1.799768
FILLER_99_312,VPWR,li1,149.7300,280.1600,1.799768
FILLER_99_309,VPWR,li1,148.3500,280.1600,1.799765
FILLER_99_306,VPWR,li1,146.9700,280.1600,1.799763
FILLER_99_303,VPWR,li1,145.5900,280.1600,1.799763
FILLER_99_300,VPWR,li1,144.2100,280.1600,1.799761
FILLER_99_297,VPWR,li1,142.8300,280.1600,1.799759
FILLER_99_284,VPWR,li1,136.3900,280.1600,1.799753
FILLER_99_281,VPWR,li1,135.4700,280.1600,1.799753
FILLER_99_277,VPWR,li1,133.6300,280.1600,1.799752
FILLER_99_274,VPWR,li1,132.2500,280.1600,1.799750
FILLER_99_271,VPWR,li1,130.8700,280.1600,1.799750
FILLER_99_268,VPWR,li1,129.4900,280.1600,1.799748
FILLER_99_265,VPWR,li1,128.1100,280.1600,1.799748
FILLER_99_262,VPWR,li1,126.7300,280.1600,1.799746
FILLER_99_259,VPWR,li1,125.3500,280.1600,1.799746
FILLER_99_256,VPWR,li1,123.9700,280.1600,1.799744
FILLER_99_253,VPWR,li1,122.5900,280.1600,1.799743
FILLER_99_250,VPWR,li1,121.2100,280.1600,1.799743
FILLER_99_245,VPWR,li1,118.4500,280.1600,1.799741
FILLER_99_234,VPWR,li1,113.8500,280.1600,1.799739
FILLER_99_231,VPWR,li1,112.4700,280.1600,1.799739
FILLER_99_228,VPWR,li1,111.0900,280.1600,1.799739
FILLER_99_225,VPWR,li1,109.7100,280.1600,1.799739
FILLER_99_223,VPWR,li1,108.3300,280.1600,1.799739
FILLER_99_207,VPWR,li1,101.2000,280.1600,1.799740
FILLER_99_178,VPWR,li1,88.0900,280.1600,1.799747
FILLER_99_166,VPWR,li1,82.3400,280.1600,1.799753
FILLER_99_128,VPWR,li1,64.8600,280.1600,1.799785
FILLER_99_125,VPWR,li1,63.7100,280.1600,1.799785
FILLER_99_113,VPWR,li1,57.9600,280.1600,1.799800
FILLER_99_111,VPWR,li1,56.8100,280.1600,1.799805
FILLER_99_108,VPWR,li1,55.8900,280.1600,1.799805
FILLER_99_103,VPWR,li1,53.1300,280.1600,1.799813
FILLER_99_100,VPWR,li1,52.2100,280.1600,1.799821
FILLER_99_97,VPWR,li1,50.8300,280.1600,1.799821
FILLER_99_94,VPWR,li1,49.4500,280.1600,1.799830
FILLER_99_91,VPWR,li1,48.0700,280.1600,1.799830
FILLER_99_88,VPWR,li1,46.6900,280.1600,1.799840
FILLER_99_85,VPWR,li1,45.3100,280.1600,1.799840
FILLER_99_71,VPWR,li1,38.8700,280.1600,1.799865
FILLER_99_61,VPWR,li1,33.8100,280.1600,1.799890
FILLER_99_50,VPWR,li1,28.9800,280.1600,1.799908
FILLER_99_47,VPWR,li1,27.8300,280.1600,1.799917
FILLER_99_44,VPWR,li1,26.4500,280.1600,1.799917
FILLER_99_36,VPWR,li1,22.5400,280.1600,1.799942
FILLER_99_10,VPWR,li1,10.3500,280.1600,1.799934
FILLER_99_3,VPWR,li1,7.1300,280.1600,1.799934
FILLER_98_595,VPWR,li1,279.9100,280.1600,1.799602
FILLER_98_592,VPWR,li1,278.5300,280.1600,1.799602
FILLER_98_589,VPWR,li1,277.1500,280.1600,1.799602
FILLER_98_586,VPWR,li1,275.5400,280.1600,1.799602
FILLER_98_583,VPWR,li1,274.3900,280.1600,1.799602
FILLER_98_580,VPWR,li1,273.0100,280.1600,1.799603
FILLER_98_577,VPWR,li1,271.6300,280.1600,1.799603
FILLER_98_557,VPWR,li1,261.9700,280.1600,1.799607
FILLER_98_554,VPWR,li1,261.0500,280.1600,1.799609
FILLER_98_551,VPWR,li1,259.6700,280.1600,1.799609
FILLER_98_480,VPWR,li1,226.5500,280.1600,1.799663
FILLER_98_477,VPWR,li1,225.6300,280.1600,1.799663
FILLER_98_470,VPWR,li1,221.9500,280.1600,1.799673
FILLER_98_467,VPWR,li1,221.0300,280.1600,1.799678
FILLER_98_464,VPWR,li1,219.6500,280.1600,1.799678
FILLER_98_456,VPWR,li1,215.9700,280.1600,1.799691
FILLER_98_453,VPWR,li1,214.5900,280.1600,1.799691
FILLER_98_450,VPWR,li1,213.2100,280.1600,1.799696
FILLER_98_447,VPWR,li1,211.8300,280.1600,1.799702
FILLER_98_444,VPWR,li1,210.4500,280.1600,1.799702
FILLER_98_429,VPWR,li1,203.5500,280.1600,1.799722
FILLER_98_418,VPWR,li1,198.2600,280.1600,1.799740
FILLER_98_410,VPWR,li1,194.8100,280.1600,1.799746
FILLER_98_403,VPWR,li1,191.3600,280.1600,1.799763
FILLER_98_400,VPWR,li1,190.2100,280.1600,1.799763
FILLER_98_384,VPWR,li1,182.6200,280.1600,1.799787
FILLER_98_365,VPWR,li1,173.6500,280.1600,1.799811
FILLER_98_357,VPWR,li1,170.2000,280.1600,1.799802
FILLER_98_343,VPWR,li1,163.7600,280.1600,1.799784
FILLER_98_315,VPWR,li1,151.1100,280.1600,1.799768
FILLER_98_312,VPWR,li1,149.7300,280.1600,1.799768
FILLER_98_309,VPWR,li1,148.3500,280.1600,1.799765
FILLER_98_306,VPWR,li1,146.7400,280.1600,1.799763
FILLER_98_300,VPWR,li1,143.7500,280.1600,1.799761
FILLER_98_297,VPWR,li1,142.8300,280.1600,1.799759
FILLER_98_294,VPWR,li1,141.4500,280.1600,1.799759
FILLER_98_291,VPWR,li1,140.0700,280.1600,1.799757
FILLER_98_288,VPWR,li1,138.6900,280.1600,1.799755
FILLER_98_285,VPWR,li1,137.3100,280.1600,1.799755
FILLER_98_277,VPWR,li1,133.1700,280.1600,1.799752
FILLER_98_274,VPWR,li1,132.2500,280.1600,1.799750
FILLER_98_271,VPWR,li1,130.8700,280.1600,1.799750
FILLER_98_268,VPWR,li1,129.4900,280.1600,1.799748
FILLER_98_265,VPWR,li1,128.1100,280.1600,1.799748
FILLER_98_262,VPWR,li1,126.7300,280.1600,1.799746
FILLER_98_259,VPWR,li1,125.3500,280.1600,1.799746
FILLER_98_237,VPWR,li1,115.0000,280.1600,1.799740
FILLER_98_230,VPWR,li1,111.5500,280.1600,1.799739
FILLER_98_227,VPWR,li1,110.6300,280.1600,1.799739
FILLER_98_172,VPWR,li1,85.3300,280.1600,1.799748
FILLER_98_144,VPWR,li1,71.9900,280.1600,1.799768
FILLER_98_141,VPWR,li1,71.0700,280.1600,1.799771
FILLER_98_123,VPWR,li1,62.3300,280.1600,1.799792
FILLER_98_120,VPWR,li1,61.4100,280.1600,1.799792
FILLER_98_85,VPWR,li1,45.0800,280.1600,1.799847
FILLER_98_83,VPWR,li1,43.9300,280.1600,1.799847
FILLER_98_68,VPWR,li1,37.2600,280.1600,1.799875
FILLER_98_65,VPWR,li1,36.1100,280.1600,1.799875
FILLER_98_54,VPWR,li1,31.0500,280.1600,1.799900
FILLER_98_29,VPWR,li1,19.0900,280.1600,1.799939
FILLER_98_27,VPWR,li1,18.1700,280.1600,1.799939
FILLER_98_17,VPWR,li1,13.8000,280.1600,1.799936
FILLER_98_3,VPWR,li1,7.3600,280.1600,1.799934
FILLER_97_596,VPWR,li1,280.1400,274.7200,1.799463
FILLER_97_574,VPWR,li1,269.7900,274.7200,1.799464
FILLER_97_538,VPWR,li1,253.4600,274.7200,1.799478
FILLER_97_503,VPWR,li1,237.1300,274.7200,1.799519
FILLER_97_487,VPWR,li1,230.2300,274.7200,1.799543
FILLER_97_473,VPWR,li1,223.3300,274.7200,1.799572
FILLER_97_466,VPWR,li1,220.3400,274.7200,1.799582
FILLER_97_452,VPWR,li1,213.6700,274.7200,1.799604
FILLER_97_449,VPWR,li1,212.7500,274.7200,1.799611
FILLER_97_446,VPWR,li1,211.1400,274.7200,1.799618
FILLER_97_443,VPWR,li1,209.9900,274.7200,1.799618
FILLER_97_428,VPWR,li1,202.6300,274.7200,1.799660
FILLER_97_425,VPWR,li1,201.7100,274.7200,1.799673
FILLER_97_418,VPWR,li1,198.0300,274.7200,1.799692
FILLER_97_415,VPWR,li1,197.1100,274.7200,1.799708
FILLER_97_412,VPWR,li1,195.7300,274.7200,1.799708
FILLER_97_399,VPWR,li1,189.5200,274.7200,1.799761
FILLER_97_396,VPWR,li1,188.3700,274.7200,1.799761
FILLER_97_393,VPWR,li1,186.9900,274.7200,1.799784
FILLER_97_390,VPWR,li1,185.3800,274.7200,1.799784
FILLER_97_387,VPWR,li1,184.2300,274.7200,1.799803
FILLER_97_349,VPWR,li1,166.2900,274.7200,1.799857
FILLER_97_335,VPWR,li1,159.8500,274.7200,1.799849
FILLER_97_332,VPWR,li1,158.9300,274.7200,1.799847
FILLER_97_317,VPWR,li1,151.5700,274.7200,1.799842
FILLER_97_314,VPWR,li1,150.6500,274.7200,1.799842
FILLER_97_311,VPWR,li1,149.2700,274.7200,1.799840
FILLER_97_308,VPWR,li1,147.8900,274.7200,1.799839
FILLER_97_305,VPWR,li1,146.5100,274.7200,1.799839
FILLER_97_297,VPWR,li1,142.8300,274.7200,1.799836
FILLER_97_294,VPWR,li1,141.4500,274.7200,1.799834
FILLER_97_291,VPWR,li1,140.0700,274.7200,1.799834
FILLER_97_281,VPWR,li1,135.2400,274.7200,1.799831
FILLER_97_255,VPWR,li1,123.2800,274.7200,1.799827
FILLER_97_252,VPWR,li1,122.1300,274.7200,1.799826
FILLER_97_249,VPWR,li1,120.7500,274.7200,1.799826
FILLER_97_238,VPWR,li1,115.2300,274.7200,1.799826
FILLER_97_235,VPWR,li1,114.3100,274.7200,1.799826
FILLER_97_232,VPWR,li1,112.9300,274.7200,1.799826
FILLER_97_180,VPWR,li1,88.5500,274.7200,1.799836
FILLER_97_177,VPWR,li1,87.6300,274.7200,1.799836
FILLER_97_113,VPWR,li1,58.1900,274.7200,1.799874
FILLER_97_98,VPWR,li1,51.0600,274.7200,1.799887
FILLER_97_57,VPWR,li1,32.2000,274.7200,1.799929
FILLER_97_54,VPWR,li1,30.8200,274.7200,1.799934
FILLER_97_9,VPWR,li1,10.1200,274.7200,1.799955
FILLER_96_597,VPWR,li1,280.3700,274.7200,1.799463
FILLER_96_577,VPWR,li1,271.1700,274.7200,1.799464
FILLER_96_563,VPWR,li1,264.7300,274.7200,1.799467
FILLER_96_554,VPWR,li1,260.5900,274.7200,1.799470
FILLER_96_546,VPWR,li1,256.9100,274.7200,1.799475
FILLER_96_507,VPWR,li1,239.2000,274.7200,1.799512
FILLER_96_499,VPWR,li1,235.5200,274.7200,1.799529
FILLER_96_480,VPWR,li1,226.5500,274.7200,1.799555
FILLER_96_477,VPWR,li1,225.6300,274.7200,1.799563
FILLER_96_475,VPWR,li1,224.2500,274.7200,1.799563
FILLER_96_472,VPWR,li1,223.3300,274.7200,1.799572
FILLER_96_469,VPWR,li1,221.9500,274.7200,1.799572
FILLER_96_466,VPWR,li1,220.5700,274.7200,1.799582
FILLER_96_463,VPWR,li1,219.1900,274.7200,1.799582
FILLER_96_451,VPWR,li1,213.6700,274.7200,1.799604
FILLER_96_448,VPWR,li1,212.2900,274.7200,1.799611
FILLER_96_445,VPWR,li1,210.9100,274.7200,1.799618
FILLER_96_430,VPWR,li1,203.7800,274.7200,1.799660
FILLER_96_427,VPWR,li1,202.6300,274.7200,1.799660
FILLER_96_421,VPWR,li1,199.4100,274.7200,1.799692
FILLER_96_418,VPWR,li1,198.2600,274.7200,1.799692
FILLER_96_404,VPWR,li1,191.8200,274.7200,1.799744
FILLER_96_401,VPWR,li1,190.6700,274.7200,1.799744
FILLER_96_398,VPWR,li1,189.2900,274.7200,1.799761
FILLER_96_365,VPWR,li1,173.6500,274.7200,1.799870
FILLER_96_363,VPWR,li1,172.7300,274.7200,1.799866
FILLER_96_324,VPWR,li1,155.2500,274.7200,1.799845
FILLER_96_321,VPWR,li1,153.8700,274.7200,1.799843
FILLER_96_318,VPWR,li1,152.4900,274.7200,1.799843
FILLER_96_315,VPWR,li1,151.1100,274.7200,1.799842
FILLER_96_312,VPWR,li1,149.7300,274.7200,1.799840
FILLER_96_309,VPWR,li1,148.3500,274.7200,1.799840
FILLER_96_306,VPWR,li1,146.7400,274.7200,1.799839
FILLER_96_303,VPWR,li1,145.5900,274.7200,1.799838
FILLER_96_300,VPWR,li1,144.2100,274.7200,1.799836
FILLER_96_297,VPWR,li1,142.8300,274.7200,1.799836
FILLER_96_294,VPWR,li1,141.4500,274.7200,1.799834
FILLER_96_291,VPWR,li1,140.0700,274.7200,1.799834
FILLER_96_288,VPWR,li1,138.6900,274.7200,1.799832
FILLER_96_276,VPWR,li1,133.1700,274.7200,1.799830
FILLER_96_269,VPWR,li1,129.4900,274.7200,1.799828
FILLER_96_249,VPWR,li1,120.7500,274.7200,1.799826
FILLER_96_246,VPWR,li1,119.3700,274.7200,1.799826
FILLER_96_243,VPWR,li1,117.9900,274.7200,1.799826
FILLER_96_240,VPWR,li1,116.6100,274.7200,1.799826
FILLER_96_237,VPWR,li1,115.2300,274.7200,1.799826
FILLER_96_234,VPWR,li1,113.8500,274.7200,1.799826
FILLER_96_231,VPWR,li1,112.4700,274.7200,1.799826
FILLER_96_228,VPWR,li1,111.0900,274.7200,1.799826
FILLER_96_205,VPWR,li1,100.0500,274.7200,1.799829
FILLER_96_180,VPWR,li1,88.7800,274.7200,1.799836
FILLER_96_95,VPWR,li1,49.4500,274.7200,1.799891
FILLER_96_92,VPWR,li1,48.5300,274.7200,1.799891
FILLER_96_73,VPWR,li1,39.3300,274.7200,1.799911
FILLER_96_47,VPWR,li1,27.6000,274.7200,1.799943
FILLER_96_27,VPWR,li1,18.1700,274.7200,1.799957
FILLER_96_24,VPWR,li1,17.2500,274.7200,1.799957
FILLER_95_595,VPWR,li1,279.9100,269.2800,1.799565
FILLER_95_581,VPWR,li1,273.0100,269.2800,1.799566
FILLER_95_578,VPWR,li1,272.0900,269.2800,1.799567
FILLER_95_575,VPWR,li1,270.7100,269.2800,1.799567
FILLER_95_561,VPWR,li1,263.8100,269.2800,1.799575
FILLER_95_558,VPWR,li1,262.6600,269.2800,1.799575
FILLER_95_550,VPWR,li1,258.7500,269.2800,1.799582
FILLER_95_547,VPWR,li1,257.8300,269.2800,1.799582
FILLER_95_544,VPWR,li1,256.4500,269.2800,1.799585
FILLER_95_517,VPWR,li1,243.5700,269.2800,1.799620
FILLER_95_508,VPWR,li1,239.4300,269.2800,1.799637
FILLER_95_505,VPWR,li1,238.5100,269.2800,1.799647
FILLER_95_501,VPWR,li1,236.6700,269.2800,1.799655
FILLER_95_498,VPWR,li1,235.2900,269.2800,1.799655
FILLER_95_495,VPWR,li1,233.9100,269.2800,1.799664
FILLER_95_476,VPWR,li1,224.7100,269.2800,1.799704
FILLER_95_473,VPWR,li1,223.7900,269.2800,1.799704
FILLER_95_470,VPWR,li1,222.4100,269.2800,1.799713
FILLER_95_467,VPWR,li1,221.0300,269.2800,1.799723
FILLER_95_464,VPWR,li1,219.6500,269.2800,1.799723
FILLER_95_461,VPWR,li1,218.2700,269.2800,1.799731
FILLER_95_458,VPWR,li1,216.8900,269.2800,1.799741
FILLER_95_455,VPWR,li1,215.5100,269.2800,1.799741
FILLER_95_452,VPWR,li1,214.1300,269.2800,1.799749
FILLER_95_449,VPWR,li1,212.7500,269.2800,1.799759
FILLER_95_447,VPWR,li1,211.3700,269.2800,1.799759
FILLER_95_444,VPWR,li1,210.4500,269.2800,1.799768
FILLER_95_441,VPWR,li1,209.0700,269.2800,1.799776
FILLER_95_438,VPWR,li1,207.6900,269.2800,1.799776
FILLER_95_435,VPWR,li1,206.3100,269.2800,1.799786
FILLER_95_432,VPWR,li1,204.9300,269.2800,1.799794
FILLER_95_429,VPWR,li1,203.5500,269.2800,1.799794
FILLER_95_426,VPWR,li1,202.1700,269.2800,1.799804
FILLER_95_423,VPWR,li1,200.7900,269.2800,1.799812
FILLER_95_419,VPWR,li1,198.4900,269.2800,1.799821
FILLER_95_416,VPWR,li1,197.5700,269.2800,1.799821
FILLER_95_405,VPWR,li1,192.5100,269.2800,1.799844
FILLER_95_402,VPWR,li1,191.1300,269.2800,1.799857
FILLER_95_399,VPWR,li1,189.7500,269.2800,1.799857
FILLER_95_396,VPWR,li1,188.3700,269.2800,1.799870
FILLER_95_393,VPWR,li1,186.9900,269.2800,1.799870
FILLER_95_391,VPWR,li1,185.6100,269.2800,1.799881
FILLER_95_388,VPWR,li1,184.6900,269.2800,1.799881
FILLER_95_385,VPWR,li1,183.3100,269.2800,1.799889
FILLER_95_376,VPWR,li1,178.7100,269.2800,1.799909
FILLER_95_373,VPWR,li1,177.7900,269.2800,1.799918
FILLER_95_364,VPWR,li1,173.1900,269.2800,1.799928
FILLER_95_361,VPWR,li1,172.2700,269.2800,1.799928
FILLER_95_337,VPWR,li1,161.0000,269.2800,1.799912
FILLER_95_335,VPWR,li1,159.8500,269.2800,1.799909
FILLER_95_332,VPWR,li1,158.9300,269.2800,1.799909
FILLER_95_311,VPWR,li1,149.0400,269.2800,1.799896
FILLER_95_305,VPWR,li1,146.0500,269.2800,1.799894
FILLER_95_302,VPWR,li1,145.1300,269.2800,1.799894
FILLER_95_299,VPWR,li1,143.7500,269.2800,1.799892
FILLER_95_296,VPWR,li1,142.3700,269.2800,1.799890
FILLER_95_293,VPWR,li1,140.9900,269.2800,1.799890
FILLER_95_290,VPWR,li1,139.6100,269.2800,1.799888
FILLER_95_278,VPWR,li1,133.8600,269.2800,1.799882
FILLER_95_275,VPWR,li1,132.7100,269.2800,1.799882
FILLER_95_272,VPWR,li1,131.3300,269.2800,1.799880
FILLER_95_269,VPWR,li1,129.9500,269.2800,1.799880
FILLER_95_266,VPWR,li1,128.5700,269.2800,1.799878
FILLER_95_249,VPWR,li1,120.7500,269.2800,1.799871
FILLER_95_246,VPWR,li1,119.3700,269.2800,1.799871
